run_id,attempt_name,split,model_id,policy_id,threshold_id,runtime_trade_shape,entry_timestamp,exit_timestamp,held_m5,side,entry_score,exit_score,threshold,entry_open,exit_open,net_profit,exit_reason,claim_boundary
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-14T17:55:00Z,2025-01-14T18:35:00Z,8,long,0.023491591215,-0.007902801037,-0.000562137088,20772.52,20704.89,-7.063,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-14T20:10:00Z,2025-01-14T20:55:00Z,8,long,0.004944682121,0.001497119665,-0.000562137088,20670.52,20788.14,11.462,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-14T21:00:00Z,2025-01-14T21:45:00Z,8,long,0.0093742311,-0.047913700342,-0.000562137088,20783.89,20769.64,-1.725,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-15T16:35:00Z,2025-01-15T17:15:00Z,8,long,0.101977884769,0.059713989496,-0.000562137088,21054.85,21153.85,9.6,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-15T17:20:00Z,2025-01-15T18:00:00Z,8,long,0.067115515471,0.027550846338,-0.000562137088,21195.85,21109.1,-8.975,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-15T18:05:00Z,2025-01-15T18:45:00Z,8,long,0.03579556942,-0.023462384939,-0.000562137088,21145.85,21059.48,-8.937,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-15T19:10:00Z,2025-01-15T19:50:00Z,8,long,0.003563702106,-0.0106292665,-0.000562137088,21101.1,21150.6,4.65,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-15T19:55:00Z,2025-01-15T20:45:00Z,8,long,0.023959040642,-0.044532686472,-0.000562137088,21135.85,21172.1,3.325,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-16T17:30:00Z,2025-01-16T18:20:00Z,8,long,0.029726803303,0.009090483189,-0.000562137088,21169.7,21219.57,4.687,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-16T18:30:00Z,2025-01-16T19:10:00Z,8,long,0.00478219986,0.002478778362,-0.000562137088,21200.95,21197.32,-0.663,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-16T19:15:00Z,2025-01-16T19:55:00Z,8,long,0.00527369976,-0.00822648406,-0.000562137088,21194.32,21184.32,-1.3,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-16T21:35:00Z,2025-01-17T16:50:00Z,8,long,0.001165628433,0.042498022318,-0.000562137088,21136.7,21335.41,19.571,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-17T16:55:00Z,2025-01-17T17:45:00Z,8,long,0.043262124062,0.024527341127,-0.000562137088,21320.16,21351.53,2.837,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-17T17:50:00Z,2025-01-17T19:00:00Z,8,long,0.027235865593,0.017748206854,-0.000562137088,21368.03,21381.28,1.025,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-17T19:05:00Z,2025-01-17T20:00:00Z,8,long,0.030577868223,-0.041577041149,-0.000562137088,21375.28,21423.28,4.5,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,validation,h12_move5__rf5_l80_n64,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,mt5_native_maxhold_only,2025-01-17T21:20:00Z,2025-01-21T17:00:00Z,8,long,0.018263846636,-0.01928421855,-0.000562137088,21412.16,21443.6,2.844,close_max_hold,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
