rank,selection_label,development_score,run_number,variant_id,validation_trades_per_day,oos_trades_per_day,validation_pf,oos_pf,validation_net,oos_net,validation_drawdown,oos_drawdown,validation_cost_stressed_expectancy,oos_cost_stressed_expectancy,validation_same_move_ratio,oos_same_move_ratio,validation_cooldown12_trades_per_day,oos_cooldown12_trades_per_day,validation_mfe_capture,oos_mfe_capture,tier_a_validation_net,tier_a_oos_net,tier_b_validation_net,tier_b_oos_net,failure_reasons,source_summary_path,notes
182,reference_only,28.068942,run50L,nf150_c6_h10_s370l270_aonly,6.185792,4.056410,1.020000,1.140000,75.910000,326.850000,347.540000,161.370000,,,,,,,,,75.910000,326.850000,113.930000,16.670000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50L_summary.csv,six-bar actual reentry cooldown with lower thresholds to test whether real density survives without same-move splitting
183,reference_only,28.052543,run50AP,inv3_s050l040_h2_b060,7.551913,5.179487,0.880000,0.980000,-362.270000,-44.360000,443.350000,305.840000,,,,,,,,,-289.090000,-82.190000,0.000000,0.000000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AP_summary.csv,short firewall plus long-density hold2 stress for OOS density and cost-stressed expectancy
184,failure_memory,28.014125,run50BL,et40h3sd3_s240l150_r001_a,6.633880,4.953846,0.970000,1.080000,-74.060000,149.010000,340.820000,128.570000,,,,,,,,,-74.060000,149.010000,-73.210000,1.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,matched hold3 same-direction-only cooldown3 against generic cooldown3 that fell under OOS density
185,failure_memory,28.014125,run50BL,et40h3sd3_s250l160_r001_a,6.633880,4.953846,0.970000,1.080000,-74.060000,149.010000,340.820000,128.570000,,,,,,,,,-74.060000,149.010000,-73.210000,1.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,slightly tighter thresholds test whether validation PF recovers while OOS density stays above five trades per day
186,reference_only,27.818992,run50Z,nfz_s29l16_c3_l30_a,5.420765,3.748718,1.160000,1.080000,381.440000,166.440000,249.520000,197.090000,,,,,,,,,381.440000,166.440000,3.920000,5.890000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Z_summary.csv,partial buy ADX reintroduction: allow buy ADX below 30
187,reference_only,27.769652,run50R,nf_adxblk_c0_s390l280_b,7.480874,5.071795,0.990000,1.000000,-22.260000,15.410000,286.380000,377.630000,,,,,,,,,-91.300000,-50.180000,-26.530000,-28.310000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,no-cooldown density recovery after both-side ADX 20-25 block; B045 fallback
188,reference_only,27.752659,run50M,nf150_c8_h10_s340l240_aonly,5.945355,3.820513,1.000000,1.210000,-3.090000,404.480000,258.830000,193.100000,,,,,,,,,-3.090000,404.480000,112.970000,15.820000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50M_summary.csv,eight-bar cooldown interpolation to test whether same-move pressure can fall while retaining enough density
189,reference_only,27.716901,run50AF,s30c8a,4.879781,3.230769,1.220000,1.110000,490.300000,193.750000,204.170000,195.520000,,,,,,,,,490.300000,193.750000,-88.160000,-17.210000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AF_summary.csv,wider short ADX20-30 firewall to test whether validation damage extends above 25; A-only comparison
190,reference_only,27.603103,run50M,nf150_c8_h10_s340l240_b045,6.415301,4.066667,1.030000,1.110000,91.640000,233.060000,254.780000,188.430000,,,,,,,,,-3.090000,404.480000,112.970000,15.820000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50M_summary.csv,matched eight-bar cooldown A+B comparison for Tier B contribution and disablement read
191,reference_only,27.465210,run50BA,v11_slot30_dense_control_h2c12_with_b,3.295082,2.200000,1.170000,1.320000,188.870000,265.100000,267.200000,197.420000,-0.186783,0.117949,0.000000,0.000000,3.295082,2.200000,0.578193,0.613271,59.280000,157.350000,-24.900000,-154.170000,validation_density;oos_density;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BA_summary.csv,Dense control with Tier B fallback enabled to expose hidden OOS damage versus density recovery.
192,reference_only,27.462691,run50O,d320h06_sadx_c0_b045,6.398907,4.882051,1.040000,1.020000,143.470000,60.500000,285.050000,240.540000,,,,,,,,,193.690000,8.940000,-30.460000,-44.610000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,extra hold6 density pressure after short ADX block with B045 fallback
193,reference_only,27.462584,run50AF,s30c8b,4.912568,3.353846,1.190000,1.120000,420.140000,215.000000,204.170000,180.870000,,,,,,,,,490.300000,193.750000,-88.160000,-17.210000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AF_summary.csv,matched A+B routed comparison for wider short ADX20-30 firewall
194,reference_only,27.417250,run50H,s400l320h06_b045,5.874317,4.420513,1.090000,1.030000,292.460000,81.620000,255.300000,280.240000,,,,,,,,,297.210000,-0.040000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,stronger short filter with lower long threshold plus strict Tier B
195,reference_only,27.399479,run50O,d340h06_sadx_c0_b045,6.349727,4.856410,1.050000,1.020000,148.490000,52.990000,285.050000,242.690000,,,,,,,,,237.110000,2.490000,-30.460000,-44.610000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,hold6 density frontier with short ADX 20-25 block and B045 fallback
196,reference_only,27.384162,run50Q,nf_h10c1_s400l300_b_sadx,7.300546,5.005128,0.980000,1.010000,-94.740000,15.630000,331.480000,270.130000,,,,,,,,,-47.860000,-8.620000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,run50P dense threshold with one-bar cooldown and B045 fallback
197,reference_only,27.349106,run50B,d36h06,6.169399,4.676923,1.080000,1.000000,282.960000,-9.520000,,,,,,,,,,,,,,,density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid_summary.csv,
198,failure_memory,27.341001,run50BP,v56_et40_slot30_first_h2c0_no_b,6.786885,5.133333,0.830000,0.990000,-481.610000,-26.850000,602.740000,257.380000,-0.887770,-0.526823,0.682770,0.719281,2.153005,1.441026,0.588283,0.598593,-481.610000,-26.850000,-88.920000,-6.010000,validation_net_positive;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BP_summary.csv,Use the first non-flat run50BH ExtraTrees signal in each 30-minute cash-session slot.
199,failure_memory,27.314286,run50BN,v42_v22_midcov_et40_veto_conflict_h2c0_no_b,5.218579,3.158974,1.120000,0.990000,161.560000,-9.550000,122.250000,137.560000,-0.330827,-0.515503,0.167539,0.139610,4.344262,2.717949,0.595306,0.617143,161.560000,-9.550000,-133.590000,-153.030000,oos_density;oos_net_positive;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BN_summary.csv,Run50BE v30 context entries are kept unless run50BH ExtraTrees explicitly disagrees; Tier B disabled.
200,reference_only,27.113880,run50G,s370l340h06_b045,6.453552,4.923077,1.050000,0.990000,155.890000,-37.160000,293.070000,321.400000,,,,,,,,,175.690000,-106.630000,66.210000,-49.700000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,soft short filter plus lower long threshold with stricter Tier B
201,failure_memory,27.054837,run50BL,et40h3sd4_s240l150_r001_a,6.289617,4.625641,0.890000,1.100000,-279.010000,181.380000,371.170000,123.760000,,,,,,,,,-279.010000,181.380000,-88.640000,1.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,stricter same-direction-only cooldown4 pressure on the raw-density branch
202,failure_memory,27.043243,run50AY,v07_s47_s45_context_h2c2_no_b,5.245902,3.912821,0.940000,1.130000,-90.110000,148.070000,189.470000,148.810000,-0.593865,-0.305937,0.483333,0.541284,2.710383,1.794872,0.603265,0.634305,-90.110000,148.070000,-13.960000,-22.600000,oos_density;validation_net_positive;validation_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AY_summary.csv,Agreement core plus Stage47 breadth/VIX recovery and Stage45 low-ADX recovery; shorter lifecycle probes density without Tier B fallback.
203,reference_only,26.997426,run50H,s410l315h06_b045,5.644809,4.276923,1.080000,1.060000,240.620000,145.240000,259.160000,235.070000,,,,,,,,,242.770000,36.260000,66.210000,-49.700000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,quality-heavy short filter with stronger long-density pressure plus strict Tier B
204,reference_only,26.979185,run50AO,inv6_s050l043_h3_b060,5.278689,3.676923,1.140000,1.100000,318.690000,179.250000,223.520000,213.570000,,,,,,,,,289.400000,265.870000,0.000000,-9.870000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AO_summary.csv,paired short-firewall plus long-density restoration candidate for OOS density and PF survival
205,reference_only,26.964615,run50G,s380l330h06_b045,6.224044,4.789744,1.050000,1.010000,173.330000,42.930000,263.200000,300.370000,,,,,,,,,176.290000,49.260000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,long-biased density repair with stricter Tier B
206,reference_only,26.912960,run50O,d340h06_sadx_c0_aonly,6.224044,4.651282,1.070000,1.000000,237.110000,2.490000,285.050000,233.090000,,,,,,,,,237.110000,2.490000,-30.460000,-44.610000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,hold6 density frontier with short ADX 20-25 block and Tier B disabled for matched comparison
207,reference_only,26.907039,run50G,s390l330h06_aonly,5.852459,4.384615,1.090000,1.020000,287.070000,58.600000,257.480000,303.240000,,,,,,,,,287.070000,58.600000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,stronger short filter plus lower long threshold; A-only matched comparison
208,reference_only,26.907039,run50H,s390l320h06_aonly,5.852459,4.384615,1.090000,1.020000,287.070000,58.600000,257.480000,303.240000,,,,,,,,,287.070000,58.600000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,d390h10-quality short filter with lower long threshold; A-only matched comparison
209,failure_memory,26.890522,run50BI,et40h4c3_s240l150_r001_b,5.841530,4.415385,0.960000,1.140000,-98.550000,265.080000,301.870000,189.640000,,,,,,,,,-99.100000,219.130000,-87.870000,8.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,matched Tier B fallback check for the hold4 cooldown3 raw-density branch
210,reference_only,26.876305,run50AQ,et40s25b,4.568306,3.389744,1.000000,1.340000,0.050000,540.590000,358.720000,128.220000,,,,,,,,,-6.120000,473.930000,-83.770000,-10.590000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AQ_summary.csv,matched A+B comparison for smoother ExtraTrees leaf40 route
211,reference_only,26.829636,run50P,nf_h10c0_s400l300_a_sadx,7.000000,4.912821,1.010000,0.950000,51.310000,-179.240000,331.340000,319.920000,,,,,,,,,51.310000,-179.240000,-22.710000,-36.420000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,lower non-flat threshold density pressure with short ADX block and Tier B disabled
212,reference_only,26.810339,run50AK,nfak_s30l18_tr_s2030l40,4.469945,3.020513,1.160000,1.230000,297.900000,323.600000,178.580000,166.120000,,,,,,,,,276.990000,311.870000,-65.420000,6.630000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AK_summary.csv,transition gate plus run50X-style long ADX 40+ OOS damage firewall
213,reference_only,26.734566,run50AF,s25c6b,5.852459,4.041026,0.990000,1.160000,-17.350000,322.450000,452.110000,243.230000,,,,,,,,,48.100000,291.490000,-87.810000,44.260000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AF_summary.csv,matched A+B routed comparison for cooldown6 density pressure after short ADX20-25 block
214,reference_only,26.734566,run50AG,s24l15c6b,5.852459,4.041026,0.990000,1.160000,-17.350000,322.450000,452.110000,243.230000,,,,,,,,,48.100000,291.490000,-87.810000,44.260000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AG_summary.csv,matched A+B comparison for cooldown6 s24/l15 density pressure
215,reference_only,26.710141,run50AR,et40adxweak_c0_h6_a,5.535519,4.025641,1.020000,1.160000,49.590000,321.810000,393.410000,151.930000,,,,,,,,,49.590000,321.810000,-18.090000,12.740000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AR_summary.csv,same weak-trend firewall under hold6; tests whether shorter lifecycle can offset filtered-route density loss
216,reference_only,26.688512,run50F,d330h06_b045_c1,6.333333,4.728205,1.020000,1.040000,53.400000,114.760000,279.720000,241.930000,,,,,,,,,27.430000,9.460000,71.430000,-62.550000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,lower A threshold with stricter B045 and one-bar cooldown
217,reference_only,26.688512,run50F,d320h06_b045_c1,6.333333,4.728205,1.020000,1.040000,53.400000,114.760000,279.720000,241.930000,,,,,,,,,27.430000,9.460000,71.430000,-62.550000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,extra density pressure with stricter B045 and one-bar cooldown
218,reference_only,26.645449,run50O,d320h06_sadx_c0_aonly,6.278689,4.671795,1.060000,1.000000,193.690000,8.940000,285.050000,230.940000,,,,,,,,,193.690000,8.940000,-30.460000,-44.610000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,extra hold6 density pressure after short ADX block with Tier B disabled
219,reference_only,26.605158,run50AF,s25c6a,5.819672,3.974359,1.020000,1.140000,48.100000,291.490000,386.660000,263.800000,,,,,,,,,48.100000,291.490000,-87.810000,44.260000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AF_summary.csv,density pressure with cooldown6 after removing validation sell ADX 20-25 damage; A-only comparison
220,reference_only,26.605158,run50AG,s24l15c6a,5.819672,3.974359,1.020000,1.140000,48.100000,291.490000,386.660000,263.800000,,,,,,,,,48.100000,291.490000,-87.810000,44.260000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AG_summary.csv,cooldown6 density pressure from the milder s24/l15 relaxation; A-only comparison
221,failure_memory,26.587533,run50BJ,s47c03_h4c2,6.306011,4.379487,0.890000,1.020000,-270.580000,33.220000,306.310000,269.400000,-0.734471,-0.461101,0.590121,0.628806,2.584699,1.625641,0.592969,0.604884,-108.180000,8.810000,145.030000,-189.480000,oos_density;validation_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BJ_summary.csv,Cooldown2 check for Stage47 majority agreement source.
222,failure_memory,26.587356,run50BI,et40h3c3_s240l150_r001_a,5.846995,4.420513,0.990000,1.140000,-25.180000,225.850000,312.510000,141.610000,,,,,,,,,-25.180000,225.850000,-70.570000,1.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,hold3 plus cooldown3 tests whether expanded raw density can survive a small real re-entry guard
223,reference_only,26.569457,run50T,nf_vollow_h08_s350l240_b,6.327869,4.712821,1.000000,1.060000,-16.900000,155.000000,281.000000,187.570000,,,,,,,,,38.230000,142.430000,37.450000,-44.270000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50T_summary.csv,hold8 compression after vol_low block; B045 fallback
224,reference_only,26.569457,run50T,nf_vollow_h08_s340l230_b,6.327869,4.712821,1.000000,1.060000,-16.900000,155.000000,281.000000,187.570000,,,,,,,,,38.230000,142.430000,37.450000,-44.270000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50T_summary.csv,hold8 density pressure after vol_low block; B045 fallback
225,reference_only,26.503976,run50K,nf150_h10_s420l360_aonly,6.907104,4.958974,1.010000,0.970000,20.680000,-81.840000,286.820000,282.930000,,,,,,,,,20.680000,-81.840000,136.230000,-38.170000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50K_summary.csv,non-flat sample weighting with hold10 to test real density without Tier B damage
226,reference_only,26.424129,run50Q,nf_h10c1_s410l330_b_sadx,7.071038,4.912821,0.960000,0.980000,-154.040000,-74.270000,336.470000,305.160000,,,,,,,,,-66.120000,-78.090000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,one-bar cooldown interpolation between run50P c0 density and c2 quality with B045 fallback
227,reference_only,26.399727,run50G,s370l340h06_aonly,6.289617,4.702564,1.050000,0.960000,175.690000,-106.630000,267.380000,318.850000,,,,,,,,,175.690000,-106.630000,66.210000,-49.700000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,soft short filter plus lower long threshold; A-only matched comparison
228,reference_only,26.326629,run50G,s380l330h06_aonly,6.065574,4.574359,1.050000,1.020000,176.290000,49.260000,263.200000,284.770000,,,,,,,,,176.290000,49.260000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,long-biased density repair; A-only matched comparison
229,failure_memory,26.309629,run50BI,et40h4c6_s240l150_r001_a,4.579235,3.435897,1.060000,1.270000,119.630000,367.740000,230.620000,95.200000,,,,,,,,,119.630000,367.740000,-7.120000,-10.320000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,cooldown6 stress checks whether density expansion is real enough to survive stricter same-move pressure
230,reference_only,26.219571,run50F,d330h06_b042_c1,6.393443,4.758974,1.010000,1.030000,33.330000,86.100000,279.720000,257.150000,,,,,,,,,27.430000,9.460000,4.380000,-23.520000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,lower A threshold with B042 and one-bar reentry cooldown
231,reference_only,26.219571,run50F,d320h06_b042_c1,6.393443,4.758974,1.010000,1.030000,33.330000,86.100000,279.720000,257.150000,,,,,,,,,27.430000,9.460000,4.380000,-23.520000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,extra density pressure with B042 and one-bar cooldown
232,failure_memory,26.105551,run50BM,et20h4sd2_s220l130_r015_a,6.338798,4.451282,1.010000,1.060000,33.850000,126.920000,240.160000,306.100000,,,,,,,,,33.850000,126.920000,-87.870000,14.180000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BM_summary.csv,hold4 variant tests whether shorter lifecycle keeps OOS density above five while preserving leaf20 validation quality
233,reference_only,26.103654,run50Z,nfz_s30l17_c3_l25_a,4.857923,3.276923,1.150000,1.120000,351.330000,214.530000,297.380000,157.720000,,,,,,,,,351.330000,214.530000,3.920000,-3.230000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Z_summary.csv,partial buy ADX reintroduction: allow buy ADX below 25 only
234,reference_only,26.095200,run50AU,qda85_s800_flat_trans_r060_h8,5.262295,3.389744,1.110000,1.120000,277.910000,213.640000,312.100000,209.790000,,,,,,,,,275.470000,201.220000,,,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AU_summary.csv,Stricter rearm guard tests whether QDA threshold repair is mainly same-move split trading.
235,reference_only,26.076578,run50AA,nfaa_s23l13_c6_l30_b,4.464481,3.020513,1.140000,1.210000,288.340000,308.820000,171.390000,168.450000,,,,,,,,,250.430000,305.180000,3.920000,-10.260000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,matched A+B comparison for Tier B disablement under same-move cost repair
236,reference_only,26.019926,run50R,nf_adxblk_c1_s380l270_a,6.579235,4.517949,0.950000,1.040000,-193.200000,120.790000,315.000000,332.530000,,,,,,,,,-193.200000,120.790000,-46.610000,-33.450000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,lower threshold to recover density after both-side ADX 20-25 block; Tier B disabled
237,reference_only,25.988595,run50T,nf_vollow_h08_s350l240_a,6.158470,4.538462,1.010000,1.050000,38.230000,142.430000,278.140000,207.870000,,,,,,,,,38.230000,142.430000,37.450000,-44.270000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50T_summary.csv,hold8 compression after vol_low block; Tier B disabled comparison
238,failure_memory,25.940164,run50BP,v58_et40_slot30_prob035_h2c0_no_b,6.393443,4.861538,0.860000,0.970000,-382.030000,-56.910000,513.080000,280.910000,-0.826521,-0.560032,0.666667,0.712025,2.131148,1.400000,0.598304,0.603067,-382.030000,-56.910000,-88.920000,-6.010000,oos_density;validation_net_positive;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BP_summary.csv,Use the first run50BH ExtraTrees signal with decision probability >= 0.35 in each 30-minute slot.
239,failure_memory,25.805974,run50BI,et40h4c3_s240l150_r001_a,5.803279,4.333333,0.960000,1.110000,-99.100000,219.130000,302.420000,203.080000,,,,,,,,,-99.100000,219.130000,-87.870000,8.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,hold4 cooldown3 balances run50BH hold6 quality with a real-density survival guard
240,failure_memory,25.805974,run50BI,et40h4c3_s235l145_r001_a,5.803279,4.333333,0.960000,1.110000,-99.100000,219.130000,302.420000,203.080000,,,,,,,,,-99.100000,219.130000,-87.870000,8.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,slightly wider threshold expansion tests whether OOS density can pass after micro-cooldown without collapsing PF
241,failure_memory,25.805974,run50BI,et40h4c3_s230l140_r001_a,5.803279,4.333333,0.960000,1.110000,-99.100000,219.130000,302.420000,203.080000,,,,,,,,,-99.100000,219.130000,-87.870000,8.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,widest leaf40 threshold expansion in this batch; stop condition is PF/net damage or same-move still dominating
242,reference_only,25.656880,run50BA,v12_slot30_early_mid_bias_h2c12_no_b,2.502732,1.758974,1.410000,1.210000,342.600000,153.810000,144.310000,113.450000,0.248035,-0.051574,0.000000,0.000000,2.502732,1.758974,0.616833,0.622479,342.600000,153.810000,76.120000,-225.550000,validation_density;oos_density;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BA_summary.csv,Early/mid/late context bias branch to test whether broad daily distribution beats model thresholding.
243,reference_only,25.565366,run50H,s400l320h06_aonly,5.715847,4.230769,1.090000,1.000000,297.210000,-0.040000,255.300000,290.210000,,,,,,,,,297.210000,-0.040000,66.210000,-49.700000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,stronger short filter with lower long threshold; A-only matched comparison
244,reference_only,25.474022,run50W,nfw_s35l22_c1_sadxlgt,6.120219,4.066667,1.020000,1.070000,47.400000,174.230000,312.000000,277.750000,,,,,,,,,49.930000,205.000000,-59.180000,0.810000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50W_summary.csv,"lower thresholds with short ADX 20-25, long ADX >25, and one-bar reentry firewalls"
245,reference_only,25.294030,run50Q,nf_h10c1_s390l280_a_sadx,6.743169,4.723077,0.990000,1.000000,-50.680000,-4.220000,275.790000,292.640000,,,,,,,,,-50.680000,-4.220000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,run50P two-bar quality threshold relaxed to one-bar cooldown with Tier B disabled
246,reference_only,25.283692,run50AQ,et40s25a,4.540984,3.276923,1.000000,1.290000,-6.120000,473.930000,364.890000,134.670000,,,,,,,,,-6.120000,473.930000,-83.770000,-10.590000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AQ_summary.csv,smoother ExtraTrees leaf40 A-only variant to reduce same-move split trading and cost drag
